mean_fit_time	mean_score_time	mean_test_score	param_estimator__n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
15.32803742090861	0.06286899248758952	0.8496	507	{u'estimator__n_estimators': 507}	23	0.8447242206235012	0.8499399759903962	0.8541416566626651	0.5257592710935373	0.0012448933104991877	0.003852539211650915
4.107813278834025	0.020116329193115234	0.8494	138	{u'estimator__n_estimators': 138}	29	0.8411270983213429	0.8529411764705882	0.8541416566626651	0.6105422078149563	0.0012826701077298772	0.005873808654057362
13.40592630704244	0.05314532915751139	0.85	439	{u'estimator__n_estimators': 439}	10	0.842925659472422	0.8493397358943577	0.8577430972388955	0.8641113830644804	0.01109413921499611	0.00606777493193969
17.99074427286784	0.07246708869934082	0.8496	598	{u'estimator__n_estimators': 598}	23	0.8435251798561151	0.8499399759903962	0.8553421368547419	0.6618545285143359	0.002441601478449948	0.004830715846789606
23.50280435880025	0.09675804773966472	0.8484	799	{u'estimator__n_estimators': 799}	75	0.841726618705036	0.8523409363745498	0.851140456182473	1.2789098588570915	0.0029074269508278495	0.0047469817879984885
0.0872499148050944	0.00323637326558431	0.7782	2	{u'estimator__n_estimators': 2}	99	0.7769784172661871	0.7737094837935174	0.7839135654261705	0.0010980345047849108	0.00033943707802267377	0.004253700351481906
29.516488949457806	0.11592610677083333	0.8492	946	{u'estimator__n_estimators': 946}	43	0.842925659472422	0.8535414165666266	0.851140456182473	0.4670352026249059	0.0009582576749745376	0.004546172955689566
17.85260597864787	0.07423090934753418	0.8504	551	{u'estimator__n_estimators': 551}	3	0.8447242206235012	0.8505402160864346	0.8559423769507803	0.5245544250670987	0.005593273913336013	0.004581322621333428
20.625678062438965	0.08371933301289876	0.8498	656	{u'estimator__n_estimators': 656}	15	0.842925659472422	0.8535414165666266	0.8529411764705882	0.32021465339788385	0.0027117959368987855	0.004869976194488002
25.64969603220622	0.09842809041341145	0.8488	786	{u'estimator__n_estimators': 786}	60	0.841726618705036	0.8547418967587035	0.8499399759903962	0.11215026841578678	0.010071313220149525	0.005374749271644623
8.191210667292276	0.033439318339029946	0.8494	232	{u'estimator__n_estimators': 232}	29	0.8399280575539568	0.8493397358943577	0.8589435774309724	0.6432497929244464	0.0027050610224265753	0.007763945225608178
13.517621358235678	0.052898248036702476	0.8498	640	{u'estimator__n_estimators': 640}	15	0.8447242206235012	0.8523409363745498	0.8523409363745498	2.7332862492971888	0.0024846196402608374	0.00359127170330171
3.4572696685791016	0.01788194974263509	0.8496	198	{u'estimator__n_estimators': 198}	23	0.8405275779376499	0.8499399759903962	0.858343337334934	0.09625093225341284	0.0007274066148043434	0.007277948336470577
5.91959563891093	0.029727697372436523	0.8484	343	{u'estimator__n_estimators': 343}	75	0.8411270983213429	0.8475390156062425	0.8565426170468188	0.2871147898885992	0.004331702498121365	0.00632334573890842
0.17072335879007974	0.002564589182535807	0.8142	9	{u'estimator__n_estimators': 9}	98	0.8111510791366906	0.8115246098439376	0.8199279711884754	0.0016675557578640775	0.00010629054532774317	0.004051943346184163
3.981635252634684	0.02002104123433431	0.8508	235	{u'estimator__n_estimators': 235}	1	0.8399280575539568	0.8517406962785115	0.8607442977190877	0.1983617331687589	0.0007177937389609447	0.008525017084708727
2.9857322374979653	0.01590879758199056	0.8488	172	{u'estimator__n_estimators': 172}	60	0.842925659472422	0.8505402160864346	0.8529411764705882	0.0910752573802896	0.0010800715191097126	0.00427025004909767
6.7702867190043134	0.03324389457702637	0.8472	303	{u'estimator__n_estimators': 303}	88	0.8387290167865707	0.851140456182473	0.8517406962785115	1.100798995977688	0.0016880352952093089	0.005998489315933686
4.896296262741089	0.021763006846110027	0.8496	226	{u'estimator__n_estimators': 226}	23	0.841726618705036	0.8493397358943577	0.8577430972388955	0.8792162045197763	0.004002296853338885	0.00654194018267459
9.877144018809	0.046085357666015625	0.849	594	{u'estimator__n_estimators': 594}	51	0.8441247002398081	0.8493397358943577	0.8535414165666266	0.11573620026800445	0.0017344762805465857	0.0038522353487081763
2.184732755025228	0.012515068054199219	0.848	124	{u'estimator__n_estimators': 124}	84	0.8387290167865707	0.8523409363745498	0.8529411764705882	0.06737261433106045	0.0011904920001089528	0.006564082585999286
13.327289342880249	0.05944101015726725	0.849	811	{u'estimator__n_estimators': 811}	51	0.8435251798561151	0.8547418967587035	0.8487394957983193	0.2821395834387072	0.00036487782354743397	0.0045833634106678565
1.1130587259928386	0.007336616516113281	0.847	63	{u'estimator__n_estimators': 63}	89	0.8393285371702638	0.8463385354141657	0.8553421368547419	0.04049517346440559	0.0002760648991663037	0.0065548759004285875
12.788202921549479	0.05789764722188314	0.8482	779	{u'estimator__n_estimators': 779}	80	0.841726618705036	0.8541416566626651	0.8487394957983193	0.2126059416512577	0.0013140854822521516	0.005083249977453836
18.599316994349163	0.08406003316243489	0.8492	996	{u'estimator__n_estimators': 996}	43	0.842925659472422	0.8535414165666266	0.851140456182473	3.2203926710605586	0.013538262816655692	0.004546172955689566
23.067341645558674	0.09257729848225911	0.849	982	{u'estimator__n_estimators': 982}	51	0.8435251798561151	0.8529411764705882	0.8505402160864346	3.577849767233423	0.013232337850039213	0.0039956480510082585
22.363613605499268	0.0849307378133138	0.8498	807	{u'estimator__n_estimators': 807}	15	0.8435251798561151	0.8535414165666266	0.8523409363745498	0.18763945743334	0.000662803259208314	0.004466588567526637
