mean_fit_time	mean_score_time	mean_test_score	param_estimator__learning_rate	param_estimator__max_depth	param_estimator__max_features	param_estimator__n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.17548529307047525	0.009353399276733398	0.790917652839769	0.1	1		10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': None}	230	0.7893249800380812	0.7897549290584116	0.7936732186732187	0.00398759460726028	0.0017323740490069973	0.0019563098762036975
0.570263942082723	0.015696048736572266	0.837967323205438	0.1	1		50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': None}	174	0.8398132792825993	0.835820895522388	0.8382678132678133	0.007104029894266004	0.001266723407889238	0.0016436910001677834
1.087084690729777	0.018097798029581707	0.8504770484419147	0.1	1		100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': None}	146	0.8546772311283091	0.8474295190713101	0.8493243243243244	0.012080551409274278	0.0007014451351369206	0.003069106259299506
2.124967336654663	0.0317842960357666	0.8539167110273944	0.1	1		200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': None}	126	0.8583010871568085	0.8511147963884282	0.8523341523341523	0.033752364546507485	0.0007587474405661786	0.0031399800136458576
5.173334916432698	0.06838051478068034	0.8602637074648868	0.1	1		500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': None}	85	0.8646274798845279	0.8571955039616731	0.858968058968059	0.0635132446639629	0.005024691483390347	0.003169416422404199
0.13390731811523438	0.007670958836873372	0.7718561893452357	0.1	1	log2	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': 'log2'}	247	0.770837172163872	0.7607026595417972	0.784029484029484	0.0012932295958253015	0.00019508898792137844	0.009550309362074235
0.39185897509257	0.013039350509643555	0.8318864911346792	0.1	1	log2	50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': 'log2'}	185	0.835820895522388	0.8301701369694736	0.8296683046683047	0.0031805461927273517	0.0001819873653513108	0.0027896198349658357
0.6983810265858968	0.019004344940185547	0.849432865157037	0.1	1	log2	100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': 'log2'}	158	0.8531416989128432	0.8465696210306493	0.8485872235872236	0.003133772596461695	0.0006272499958936303	0.0027488873276189547
1.3648842175801594	0.029968818028767902	0.853609598296548	0.1	1	log2	200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': 'log2'}	132	0.8574411891161476	0.8513604815429028	0.852027027027027	0.0197117420037358	7.756542964055524e-05	0.0027230159627062143
3.2553153038024902	0.0644243558247884	0.8597518529134761	0.1	1	log2	500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': 'log2'}	89	0.8641975308641975	0.8566427123641054	0.8584152334152334	0.05334059822096011	0.0026014475799459426	0.003225827464682199
0.13403805096944174	0.007750193277994792	0.7675770852954424	0.1	1	sqrt	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': 'sqrt'}	250	0.78127879122904	0.7607026595417972	0.7607493857493858	0.0016877236256913478	0.00017990334987969827	0.00968873673283327
0.40735872586568195	0.013085444768269857	0.8362679660947545	0.1	1	sqrt	50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': 'sqrt'}	179	0.8388919599533198	0.8313371414532277	0.8385749385749386	0.019647218753542774	0.00038905618455116405	0.0034890742931151394
0.6975990136464437	0.018991708755493164	0.8494533393390934	0.1	1	sqrt	100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': 'sqrt'}	157	0.8534488053559364	0.8460782507217002	0.8488329238329239	0.0013122143944099144	0.00028576121927519456	0.003040856873553797
1.3163340091705322	0.02919594446818034	0.8541214528479587	0.1	1	sqrt	200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': 'sqrt'}	125	0.8579325594250967	0.8517904305632332	0.8526412776412776	0.06121879951385471	0.0015869332659368962	0.0027171943734861687
3.046271642049154	0.061178366343180336	0.859792801277589	0.1	1	sqrt	500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': 'sqrt'}	88	0.8639518457097229	0.8570726613844358	0.8583538083538084	0.16031136778143854	0.0028770825235985777	0.002987079572463843
0.1776423454284668	0.007915337880452475	0.790917652839769	0.1	1	auto	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': 'auto'}	230	0.7893249800380812	0.7897549290584116	0.7936732186732187	0.003771660946884449	0.00019364680610784644	0.0019563098762036975
0.6071752707163492	0.013407707214355469	0.837967323205438	0.1	1	auto	50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': 'auto'}	174	0.8398132792825993	0.835820895522388	0.8382678132678133	0.022725034162454347	0.0002613033546216225	0.0016436910001677834
1.0833916664123535	0.023598750432332356	0.8504770484419147	0.1	1	auto	100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': 'auto'}	146	0.8546772311283091	0.8474295190713101	0.8493243243243244	0.0352838068404865	0.0071732572934537185	0.003069106259299506
2.1443806489308677	0.03137000401814779	0.8539167110273944	0.1	1	auto	200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': 'auto'}	126	0.8583010871568085	0.8511147963884282	0.8523341523341523	0.06506753479966867	0.0007477499039507552	0.0031399800136458576
5.121034304300944	0.0640263557434082	0.8602637074648868	0.1	1	auto	500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': 'auto'}	85	0.8646274798845279	0.8571955039616731	0.858968058968059	0.13284899241749137	0.00023761287289612038	0.003169416422404199
0.2483243147532145	0.008690357208251953	0.8070513083002334	0.1	2		10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 10, u'estimator__max_features': None}	202	0.8038818254406978	0.8108838523432221	0.8063882063882064	0.0017926436630277536	0.0001101154905526432	0.002896791787917694
0.9791316191355387	0.017572641372680664	0.8538757626632816	0.1	2		50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 50, u'estimator__max_features': None}	128	0.8576868742706222	0.8498863706160555	0.8540540540540541	0.03426309511639212	0.0003268168275759514	0.003187069204293578
1.9411242802937825	0.025788068771362305	0.8589328856312191	0.1	2		100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 100, u'estimator__max_features': None}	97	0.8632147902462993	0.8548000737055463	0.8587837837837838	0.03847663696618685	0.0018485176558646474	0.0034369461777432777
3.6010454495747886	0.04897753397623698	0.8654846238892756	0.1	2		200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 200, u'estimator__max_features': None}	64	0.8703396597260611	0.8608807812787912	0.8652334152334152	0.10735460188317973	0.00876030462314985	0.0038656935352604565
8.58146103223165	0.09615763028462727	0.8720568363293887	0.1	2		500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 500, u'estimator__max_features': None}	22	0.8771574227627296	0.8685584423561207	0.8704545454545455	0.09075999855414957	0.009847294779331437	0.0036888460937504128
0.1515010197957357	0.008444627126057943	0.793313132140371	0.1	2	log2	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 2, u'estimator__n_estimators': 10, u'estimator__max_features': 'log2'}	228	0.8043117744610282	0.7885265032860389	0.7871007371007371	0.002190099158822996	0.00016337041521538996	0.007799084696839882
