mean_fit_time	mean_score_time	mean_test_score	param_estimator__learning_rate	param_estimator__max_depth	param_estimator__max_features	param_estimator__n_estimators	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.026268959045410156	0.0007857481638590494	0.449438202247191	0.1	1		10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': None}	292	0.4166666666666667	0.4745762711864407	0.4576271186440678	0.0008604577277437156	5.0216912240664466e-05	0.024365923375050853
0.109283447265625	0.0008159478505452474	0.5337078651685393	0.1	1		50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': None}	3	0.5	0.559322033898305	0.5423728813559322	0.0029606838992241157	7.22856228859282e-05	0.02500698003936328
0.21348794301350912	0.0010492801666259766	0.5337078651685393	0.1	1		100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': None}	3	0.5333333333333333	0.5423728813559322	0.5254237288135594	0.0017985824423049637	6.240223923268592e-05	0.006905165085855822
0.42215394973754883	0.0015530586242675781	0.5337078651685393	0.1	1		200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': None}	3	0.5333333333333333	0.5254237288135594	0.5423728813559322	0.0016919908378173116	0.0003571702890844827	0.006905165085855822
1.1376290321350098	0.0026330153147379556	0.47752808988764045	0.1	1		500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': None}	180	0.5	0.4406779661016949	0.4915254237288136	0.04982166382289948	6.419862665337966e-05	0.026177523415943368
0.023880799611409504	0.0007228056589762369	0.4157303370786517	0.1	1	log2	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': 'log2'}	325	0.4166666666666667	0.4745762711864407	0.3559322033898305	0.00023502254454071982	3.960444465338986e-05	0.048304603919808314
0.10706599553426106	0.0007993380228678385	0.48314606741573035	0.1	1	log2	50	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 50, u'estimator__max_features': 'log2'}	158	0.48333333333333334	0.4745762711864407	0.4915254237288136	0.0023984680144142636	5.187977081018712e-05	0.006901290495583966
0.211515744527181	0.00115966796875	0.5056179775280899	0.1	1	log2	100	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 100, u'estimator__max_features': 'log2'}	39	0.4666666666666667	0.5423728813559322	0.5084745762711864	0.003765553251404715	0.00010113726242254611	0.03101451098068111
0.4621916611989339	0.001612265904744466	0.5112359550561798	0.1	1	log2	200	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 200, u'estimator__max_features': 'log2'}	26	0.5166666666666667	0.4915254237288136	0.5254237288135594	0.0180580048076566	8.382491941730816e-05	0.014333044618470028
1.1493783791859944	0.0030576388041178384	0.4887640449438202	0.1	1	log2	500	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 500, u'estimator__max_features': 'log2'}	124	0.5166666666666667	0.4406779661016949	0.5084745762711864	0.02653667907632395	0.0007326901847299547	0.03402404662980636
0.02352730433146159	0.0006682872772216797	0.43820224719101125	0.1	1	sqrt	10	{u'estimator__learning_rate': 0.1, u'estimator__max_depth': 1, u'estimator__n_estimators': 10, u'estimator__max_features': 'sqrt'}	302	0.45	0.4576271186440678	0.4067796610169492	0.00029107542161822895	2.010176402396559e-05	0.02234419046956226
