mean_fit_time	mean_score_time	mean_test_score	param_estimator__C	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
3.3361050287882485	0.006047248840332031	0.8238810859506163	1.58589881	{u'estimator__C': 1.58589881}	16	0.8249493274368896	0.8244579571279406	0.8222358722358722	0.1352365763154188	0.00013713538781628284	0.001180475573180212
3.4606940746307373	0.006291866302490234	0.8237787150403342	1.48639368	{u'estimator__C': 1.48639368}	73	0.824887906148271	0.824212271973466	0.8222358722358722	0.3068609614440009	0.0003706572429090361	0.0011252513813242136
3.265808661778768	0.00618441899617513	0.8238810859506163	0.34132887	{u'estimator__C': 0.34132887}	16	0.8249493274368896	0.824212271973466	0.8224815724815725	0.13377693652517253	0.0002972653819976208	0.0010343125593586296
3.6226003170013428	0.006407260894775391	0.8237582408582778	1.4409644	{u'estimator__C': 1.4409644}	78	0.824887906148271	0.824212271973466	0.8221744471744472	0.07397857372250473	0.0004534578471534419	0.0011533455665400506
3.439424673716227	0.006291945775349935	0.8238401375865034	0.66466237	{u'estimator__C': 0.66466237}	50	0.8249493274368896	0.824212271973466	0.8223587223587223	0.17246509789181036	0.0007920039917780361	0.001089849433503459
3.6090449492136636	0.006475687026977539	0.8237582408582778	1.72708417	{u'estimator__C': 1.72708417}	78	0.8249493274368896	0.8241508506848474	0.8221744471744472	0.16950189710841276	0.00044247546488711227	0.0011663563826486434
3.4902873039245605	0.005838632583618164	0.8237582408582778	1.79515564	{u'estimator__C': 1.79515564}	78	0.8251335913027456	0.8241508506848474	0.821990171990172	0.3618036183030725	0.00045181627095308317	0.0013129753387765206
3.7816689809163413	0.006849368413289388	0.8238810859506163	1.88069757	{u'estimator__C': 1.88069757}	16	0.8250107487255083	0.8242736932620847	0.8223587223587223	0.20413406633844083	0.0004152532741091676	0.0011177065467800945
3.654292583465576	0.006898721059163411	0.8237377666762213	1.44188595	{u'estimator__C': 1.44188595}	88	0.8249493274368896	0.8241508506848474	0.8221130221130221	0.253315168476886	0.0002965578504737059	0.0011941856671179802
3.414738972981771	0.006526390711466472	0.8238401375865034	0.98584188	{u'estimator__C': 0.98584188}	50	0.824887906148271	0.824212271973466	0.8224201474201475	0.2219588544586379	0.0006001152190531171	0.0010412520954265058
3.373025894165039	0.0057824452718098955	0.8237172924941648	1.35456896	{u'estimator__C': 1.35456896}	93	0.8249493274368896	0.8239665868189915	0.8222358722358722	0.23479715568744688	0.0005813343265018028	0.0011216960709911298
2.940146048863729	0.005800326665242513	0.8238606117685598	0.54204598	{u'estimator__C': 0.54204598}	36	0.8249493274368896	0.824212271973466	0.8224201474201475	0.141511625633715	7.06798390988131e-05	0.001062049289495448
1.4043882687886555	0.006594737370808919	0.8238606117685598	0.12443842	{u'estimator__C': 0.12443842}	36	0.8248264848596524	0.824212271973466	0.8225429975429975	0.10521749224492045	0.0009644787485928661	0.0009648201070644497
3.3004720211029053	0.006506601969401042	0.8237991892223906	1.43780187	{u'estimator__C': 1.43780187}	66	0.8249493274368896	0.824212271973466	0.8222358722358722	0.15639221789576285	0.000820741990568559	0.0011456214868118644
3.5044360160827637	0.00608523686726888	0.8237991892223906	1.40978835	{u'estimator__C': 1.40978835}	66	0.8250107487255083	0.8242736932620847	0.8221130221130221	0.31807680781830977	0.00036959198388324024	0.001229648767559347
3.5420099099477134	0.0066220760345458984	0.8238401375865034	0.99396145	{u'estimator__C': 0.99396145}	50	0.8249493274368896	0.824212271973466	0.8223587223587223	0.14870842182702868	0.0005199147767291125	0.001089849433503459
