mean_fit_time	mean_score_time	mean_test_score	param_estimator__C	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.29741358757019043	0.002033074696858724	0.9499079189686924	1.58589881	{u'estimator__C': 1.58589881}	6	0.9491899852724595	0.9476979742173113	0.952837140751658	0.005917679858627314	0.00019047285336247594	0.00215844499186219
0.30822165807088214	0.002048015594482422	0.9497851442602824	1.48639368	{u'estimator__C': 1.48639368}	10	0.948821796759941	0.9476979742173113	0.952837140751658	0.014770546052264643	0.00014870478512271827	0.0022057433195092555
0.2354759375254313	0.0019933382670084634	0.9494168201350521	0.34132887	{u'estimator__C': 0.34132887}	63	0.946980854197349	0.949171270718232	0.9521002210759028	0.048775941303233594	7.057521070553243e-05	0.0020971725898655163
0.29190532366434735	0.0019036134084065754	0.9496623695518723	1.4409644	{u'estimator__C': 1.4409644}	22	0.948821796759941	0.947329650092081	0.952837140751658	0.004775777637740642	6.698567409747212e-05	0.002325500857120061
0.28527092933654785	0.0018280347188313801	0.9495395948434623	0.66466237	{u'estimator__C': 0.66466237}	36	0.9480854197349042	0.9480662983425414	0.9524686809137805	0.0038854701584847572	4.30512630666487e-05	0.0020706192187618755
0.2889166673024495	0.0019380251566569011	0.9495395948434623	1.72708417	{u'estimator__C': 1.72708417}	36	0.948821796759941	0.9476979742173113	0.9521002210759028	0.005824559779239227	0.0002531631365883135	0.0018673851651160012
0.28841733932495117	0.0019246737162272136	0.9497851442602824	1.79515564	{u'estimator__C': 1.79515564}	10	0.948821796759941	0.9476979742173113	0.952837140751658	0.002421003035210181	1.9355842988001236e-05	0.0022057433195092555
0.28597307205200195	0.0018666585286458333	0.9501534683855126	1.88069757	{u'estimator__C': 1.88069757}	1	0.948821796759941	0.9480662983425414	0.9535740604274134	0.0066683643067066475	4.609083294470794e-05	0.0024376506198318603
0.2987453142801921	0.0019840399424235025	0.9496623695518723	1.44188595	{u'estimator__C': 1.44188595}	22	0.948821796759941	0.947329650092081	0.952837140751658	0.010376755963177085	0.00016332366832698086	0.002325500857120061
0.28035902976989746	0.0018703142801920574	0.9495395948434623	0.98584188	{u'estimator__C': 0.98584188}	36	0.9480854197349042	0.9476979742173113	0.952837140751658	0.00033637608655419805	4.7935905080640345e-05	0.0023364342187026
0.282747745513916	0.0019382635752360027	0.9496623695518723	1.35456896	{u'estimator__C': 1.35456896}	22	0.948821796759941	0.9469613259668508	0.9532056005895357	0.0042434943287047765	8.697548398179334e-05	0.0026173982869062058
0.2634913921356201	0.0018546581268310547	0.9496623695518723	0.54204598	{u'estimator__C': 0.54204598}	22	0.9477172312223858	0.9484346224677717	0.952837140751658	0.004139851783897489	7.182086811448144e-05	0.0022633146319537534
