mean_fit_time	mean_score_time	mean_test_score	param_estimator__C	params	rank_test_score	split0_test_score	split1_test_score	split2_test_score	std_fit_time	std_score_time	std_test_score
0.0036369959513346353	0.000885009765625	0.92	1.58589881	{u'estimator__C': 1.58589881}	1	1.0	0.9019607843137255	0.8541666666666666	0.0006312691681525028	0.0005862288009113516	0.06060964784392587
0.003086646397908529	0.00044727325439453125	0.92	1.48639368	{u'estimator__C': 1.48639368}	1	1.0	0.9019607843137255	0.8541666666666666	0.0002923854571893834	1.638336424122761e-05	0.06060964784392587
0.0019954045613606772	0.00041357676188151043	0.9133333333333333	0.34132887	{u'estimator__C': 0.34132887}	23	1.0	0.8823529411764706	0.8541666666666666	9.200451838753244e-05	3.466911847561683e-05	0.06324813671078085
0.0025850137074788413	0.00042557716369628906	0.9133333333333333	1.4409644	{u'estimator__C': 1.4409644}	23	1.0	0.8823529411764706	0.8541666666666666	0.00018469632799860607	8.729723757717458e-06	0.06324813671078085
0.0020726521809895835	0.000406344731648763	0.9066666666666666	0.66466237	{u'estimator__C': 0.66466237}	51	1.0	0.8627450980392157	0.8541666666666666	5.9262672217675054e-05	1.6852369343788274e-05	0.06707960347687202
0.003262678782145182	0.00044854482014973957	0.92	1.72708417	{u'estimator__C': 1.72708417}	1	1.0	0.9019607843137255	0.8541666666666666	0.000536824560778484	3.3194358904319277e-05	0.06060964784392587
0.002660353978474935	0.0003623167673746745	0.92	1.79515564	{u'estimator__C': 1.79515564}	1	1.0	0.9019607843137255	0.8541666666666666	0.0001310532276434404	4.6449150073377155e-06	0.06060964784392587
0.0041522979736328125	0.0005842844645182291	0.92	1.88069757	{u'estimator__C': 1.88069757}	1	1.0	0.9019607843137255	0.8541666666666666	0.00037257193636169405	2.8063486105276836e-05	0.06060964784392587
0.002872308095296224	0.0004497369130452474	0.9133333333333333	1.44188595	{u'estimator__C': 1.44188595}	23	1.0	0.8823529411764706	0.8541666666666666	0.0006321346096912799	0.00011218792650539839	0.06324813671078085
0.002015988032023112	0.0003522237141927083	0.9066666666666666	0.98584188	{u'estimator__C': 0.98584188}	51	1.0	0.8627450980392157	0.8541666666666666	8.025240046269988e-05	4.483001955722318e-06	0.06707960347687202
0.0022787253061930337	0.0003669261932373047	0.9133333333333333	1.35456896	{u'estimator__C': 1.35456896}	23	1.0	0.8823529411764706	0.8541666666666666	9.39359788583926e-05	1.9908546202827755e-05	0.06324813671078085
0.0018243789672851562	0.0003570715586344401	0.9066666666666666	0.54204598	{u'estimator__C': 0.54204598}	51	1.0	0.8627450980392157	0.8541666666666666	5.1611978209086166e-05	7.953641257729087e-06	0.06707960347687202
0.0016818841298421223	0.00035913785298665363	0.8733333333333333	0.12443842	{u'estimator__C': 0.12443842}	97	0.9607843137254902	0.8235294117647058	0.8333333333333334	0.00011041111513406236	9.172834446606666e-06	0.06289320754704406
0.00254058837890625	0.00036334991455078125	0.9133333333333333	1.43780187	{u'estimator__C': 1.43780187}	23	1.0	0.8823529411764706	0.8541666666666666	0.0003537272081541743	1.1993821131333339e-05	0.06324813671078085
0.002309004465738932	0.00038933753967285156	0.9133333333333333	1.40978835	{u'estimator__C': 1.40978835}	23	1.0	0.8823529411764706	0.8541666666666666	0.00017512374355895975	2.211088640953869e-05	0.06324813671078085
0.0024582544962565103	0.0003657341003417969	0.9066666666666666	0.99396145	{u'estimator__C': 0.99396145}	51	1.0	0.8627450980392157	0.8541666666666666	0.00011768645255665412	1.0528279383573349e-05	0.06707960347687202
0.002426624298095703	0.00039958953857421875	0.9133333333333333	1.12750858	{u'estimator__C': 1.12750858}	23	1.0	0.8823529411764706	0.8541666666666666	0.0002269630502709706	4.566862088585137e-05	0.06324813671078085
0.002205928166707357	0.0003826618194580078	0.9133333333333333	1.0841885	{u'estimator__C': 1.0841885}	23	1.0	0.8823529411764706	0.8541666666666666	5.520624400837228e-05	1.5172865463921852e-05	0.06324813671078085
0.0023323694864908853	0.0003840128580729167	0.9133333333333333	1.21606641	{u'estimator__C': 1.21606641}	23	1.0	0.8823529411764706	0.8541666666666666	5.7060074323187184e-05	1.195954320719027e-05	0.06324813671078085
0.002371629079182943	0.0003784497578938802	0.9133333333333333	1.25979102	{u'estimator__C': 1.25979102}	23	1.0	0.8823529411764706	0.8541666666666666	0.00011232869532967649	3.335834827280925e-05	0.06324813671078085
0.0015944639841715496	0.00037288665771484375	0.88	0.17376831	{u'estimator__C': 0.17376831}	93	0.9607843137254902	0.8431372549019608	0.8333333333333334	2.551586282864013e-05	2.1992310094219944e-05	0.058118652580542315
0.0018010139465332031	0.00036597251892089844	0.9066666666666666	0.41592852	{u'estimator__C': 0.41592852}	51	1.0	0.8627450980392157	0.8541666666666666	9.278884356400827e-05	2.565853614775945e-05	0.06707960347687202
0.0020612875620524087	0.00034610430399576825	0.9133333333333333	1.07370119	{u'estimator__C': 1.07370119}	23	1.0	0.8823529411764706	0.8541666666666666	5.790654552688624e-05	1.4082626618281482e-06	0.06324813671078085
0.0025046666463216147	0.00037169456481933594	0.9133333333333333	1.44825757	{u'estimator__C': 1.44825757}	23	1.0	0.8823529411764706	0.8541666666666666	0.0003779425741193765	1.2305725002826633e-05	0.06324813671078085
0.002679904301961263	0.0003730456034342448	0.92	1.46292536	{u'estimator__C': 1.46292536}	1	1.0	0.9019607843137255	0.8541666666666666	0.00034196956362569334	4.545958724363674e-06	0.06060964784392587
0.0017514228820800781	0.00034928321838378906	0.9066666666666666	0.45258543	{u'estimator__C': 0.45258543}	51	1.0	0.8627450980392157	0.8541666666666666	3.287468592997135e-05	5.764932976825121e-06	0.06707960347687202
0.0022010008494059243	0.00037630399068196613	0.9133333333333333	1.16149519	{u'estimator__C': 1.16149519}	23	1.0	0.8823529411764706	0.8541666666666666	0.00014529916680710122	3.865682763104537e-06	0.06324813671078085
0.002180020014444987	0.0003750324249267578	0.9133333333333333	1.17038687	{u'estimator__C': 1.17038687}	23	1.0	0.8823529411764706	0.8541666666666666	0.00014803180696053251	1.045241843070172e-05	0.06324813671078085
0.002080678939819336	0.00037328402201334637	0.9066666666666666	0.99070345	{u'estimator__C': 0.99070345}	51	1.0	0.8627450980392157	0.8541666666666666	8.230818036771116e-05	8.94696404524326e-06	0.06707960347687202
0.002198934555053711	0.0003929932912190755	0.9066666666666666	0.99438281	{u'estimator__C': 0.99438281}	51	1.0	0.8627450980392157	0.8541666666666666	5.5158057977785444e-05	1.1900778800541485e-05	0.06707960347687202
0.0016773541768391926	0.00038433074951171875	0.8266666666666667	0.04457752	{u'estimator__C': 0.04457752}	98	0.8823529411764706	0.803921568627451	0.7916666666666666	0.00011408693704607819	5.519789172549355e-06	0.0402768199119819
0.002123673756917318	0.0004070599873860677	0.9066666666666666	0.66132093	{u'estimator__C': 0.66132093}	51	1.0	0.8627450980392157	0.8541666666666666	0.00021209699763566396	9.667637378285675e-06	0.06707960347687202
0.0025069713592529297	0.00039641062418619793	0.92	1.61797367	{u'estimator__C': 1.61797367}	1	1.0	0.9019607843137255	0.8541666666666666	9.510261803648446e-05	1.4164462744380261e-05	0.06060964784392587
0.002079645792643229	0.00037169456481933594	0.9	0.81965948	{u'estimator__C': 0.81965948}	89	1.0	0.8627450980392157	0.8333333333333334	0.0001778870330332381	1.0901405461300053e-05	0.07276068751089987
0.002144336700439453	0.00039235750834147137	0.9066666666666666	0.98380043	{u'estimator__C': 0.98380043}	51	1.0	0.8627450980392157	0.8541666666666666	7.298906158629183e-05	1.1393204331370941e-05	0.06707960347687202
0.002711693445841471	0.0003859202067057292	0.92	1.92579791	{u'estimator__C': 1.92579791}	1	1.0	0.9019607843137255	0.8541666666666666	0.00023862212816939913	1.6247875832257283e-05	0.06060964784392587
0.001831372578938802	0.0003979206085205078	0.9066666666666666	0.54384981	{u'estimator__C': 0.54384981}	51	1.0	0.8627450980392157	0.8541666666666666	7.490197921939255e-05	4.913197045667564e-06	0.06707960347687202
0.0018486976623535156	0.00039498011271158856	0.9066666666666666	0.52893661	{u'estimator__C': 0.52893661}	51	1.0	0.8627450980392157	0.8541666666666666	3.371972656571307e-05	2.170642262100802e-06	0.06707960347687202
0.0023959477742513022	0.00038909912109375	0.9066666666666666	0.62292843	{u'estimator__C': 0.62292843}	51	1.0	0.8627450980392157	0.8541666666666666	0.0006650149193950186	5.6319293074692325e-06	0.06707960347687202
0.0019020239512125652	0.00040268898010253906	0.9066666666666666	0.58186468	{u'estimator__C': 0.58186468}	51	1.0	0.8627450980392157	0.8541666666666666	9.104433838852463e-05	1.0204760818020198e-05	0.06707960347687202
0.0022867520650227866	0.0003879865010579427	0.9133333333333333	1.18341498	{u'estimator__C': 1.18341498}	23	1.0	0.8823529411764706	0.8541666666666666	0.00013792624130152747	2.1622460641534693e-05	0.06324813671078085
0.0019457340240478516	0.00036525726318359375	0.9066666666666666	0.60762507	{u'estimator__C': 0.60762507}	51	1.0	0.8627450980392157	0.8541666666666666	3.005776604096989e-05	4.9707081385014505e-06	0.06707960347687202
0.00202790896097819	0.0003809928894042969	0.9066666666666666	0.93029937	{u'estimator__C': 0.93029937}	51	1.0	0.8627450980392157	0.8541666666666666	8.015081201471878e-05	1.0815902921880488e-05	0.06707960347687202
0.002096414566040039	0.0003725687662760417	0.9066666666666666	0.92408218	{u'estimator__C': 0.92408218}	51	1.0	0.8627450980392157	0.8541666666666666	0.00011185329990679173	8.568339012110109e-06	0.06707960347687202
0.002388636271158854	0.00039068857828776043	0.92	1.53842518	{u'estimator__C': 1.53842518}	1	1.0	0.9019607843137255	0.8541666666666666	0.00010360914239642116	1.764548057656097e-05	0.06060964784392587
0.001806020736694336	0.00036597251892089844	0.9066666666666666	0.49469702	{u'estimator__C': 0.49469702}	51	1.0	0.8627450980392157	0.8541666666666666	5.7633222517159804e-05	1.4542881893723117e-05	0.06707960347687202
0.0014846324920654297	0.0003636678059895833	0.8266666666666667	0.03881461	{u'estimator__C': 0.03881461}	98	0.8823529411764706	0.803921568627451	0.7916666666666666	2.8154263055666736e-05	1.7438091270652502e-05	0.0402768199119819
0.001881996790568034	0.00037590662638346356	0.9066666666666666	0.40917326	{u'estimator__C': 0.40917326}	51	1.0	0.8627450980392157	0.8541666666666666	0.0002022510426040436	1.569986293097241e-05	0.06707960347687202
0.0017507076263427734	0.0003516674041748047	0.9066666666666666	0.47992459	{u'estimator__C': 0.47992459}	51	1.0	0.8627450980392157	0.8541666666666666	4.7732566605818575e-05	2.5752149814001163e-06	0.06707960347687202
